"ZIP
code",Adjusted Gross Income,Number of returns,Single Returns,Joint Returns,Head of Household Returns,Elderly Returns (60+)
14530,"$50,000 - $74,999",430,140,250,50,130
14530,"$75,000 -  $99,999",240,40,190,** ,80
14530,"$100,000 - $199,999",210,20,200,** ,80
14530,"$200,000+",30,** ,20,** ,** 
,,,,,,
14532,total,"2,150","1,020",830,250,590
14532,"< $25,000",670,490,80,90,150
14532,"$25,000 - $49,999",610,340,150,100,160
14532,"$50,000 - $74,999",380,140,180,60,110
14532,"$75,000 -  $99,999",220,30,180,** ,80
14532,"$100,000 - $199,999",240,20,220,** ,90
14532,"$200,000+",30,** ,20,0,** 
,,,,,,
14533,total,760,360,300,70,210
14533,"< $25,000",240,180,40,20,70
14533,"$25,000 - $49,999",200,110,50,50,40
14533,"$50,000 - $74,999",140,70,60,** ,50
14533,"$75,000 -  $99,999",90,** ,70,** ,20
14533,"$100,000 - $199,999",90,** ,80,** ,30
14533,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
14534,total,"16,370","6,840","8,370",840,"5,760"
14534,"< $25,000",3980,3550,250,130,720
14534,"$25,000 - $49,999",1850,1170,420,190,700
14534,"$50,000 - $74,999",1630,820,580,160,720
14534,"$75,000 -  $99,999",1640,500,970,100,770
14534,"$100,000 - $199,999",4160,550,3380,180,1760
14534,"$200,000+",3110,250,2770,80,1090
,,,,,,
14536,total,300,130,110,30,80
14536,"< $25,000",110,70,** ,30,40
14536,"$25,000 - $49,999",70,30,40,** ,** 
14536,"$50,000 - $74,999",60,30,30,** ,40
14536,"$75,000 -  $99,999",30,** ,20,0,** 
14536,"$100,000 - $199,999",30,** ,20,0,** 
14536,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
14541,total,"1,050",480,440,120,350
14541,"< $25,000",350,250,50,50,70
14541,"$25,000 - $49,999",300,140,110,40,100
14541,"$50,000 - $74,999",160,50,90,30,60
14541,"$75,000 -  $99,999",90,40,70,** ,50
14541,"$100,000 - $199,999",120,** ,100,** ,70
14541,"$200,000+",30,** ,20,** ,** 
,,,,,,
14543,total,"1,700",780,800,90,590
14543,"< $25,000",440,370,50,20,130
14543,"$25,000 - $49,999",320,200,90,30,100
14543,"$50,000 - $74,999",270,120,120,20,100
14543,"$75,000 -  $99,999",220,50,150,20,90
14543,"$100,000 - $199,999",350,40,310,** ,130
14543,"$200,000+",100,** ,80,** ,40
,,,,,,
14544,total,900,410,390,80,280
14544,"< $25,000",300,220,40,30,80
14544,"$25,000 - $49,999",250,120,90,50,60
14544,"$50,000 - $74,999",160,70,90,** ,60
14544,"$75,000 -  $99,999",70,** ,60,** ,30
14544,"$100,000 - $199,999",90,** ,90,** ,50
14544,"$200,000+",30,** ,20,0,** 
,,,,,,
14546,total,"2,490","1,270",930,230,730
14546,"< $25,000",730,570,70,80,200
14546,"$25,000 - $49,999",660,420,120,90,140
14546,"$50,000 - $74,999",410,170,190,60,110
14546,"$75,000 -  $99,999",280,60,200,** ,110
14546,"$100,000 - $199,999",330,50,280,** ,130
14546,"$200,000+",80,** ,70,0,40
,,,,,,
14548,total,"1,920",950,720,200,560
14548,"< $25,000",660,510,70,70,180
14548,"$25,000 - $49,999",520,290,130,90,140
14548,"$50,000 - $74,999",300,110,140,40,90
14548,"$75,000 -  $99,999",190,40,150,** ,70
14548,"$100,000 - $199,999",220,** ,210,0,80
14548,"$200,000+",30,** ,20,0,** 
,,,,,,
14550,total,740,340,320,100,200
14550,"< $25,000",250,170,40,50,50
14550,"$25,000 - $49,999",220,110,70,50,60
14550,"$50,000 - $74,999",120,60,70,** ,40
14550,"$75,000 -  $99,999",80,** ,70,** ,20
14550,"$100,000 - $199,999",70,** ,70,** ,30
14550,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
14551,total,"2,520","1,230",880,360,680
14551,"< $25,000",970,670,110,170,220
14551,"$25,000 - $49,999",730,370,180,150,160
14551,"$50,000 - $74,999",390,120,230,40,120
14551,"$75,000 -  $99,999",230,50,180,** ,90
14551,"$100,000 - $199,999",170,20,150,** ,90
14551,"$200,000+",30,** ,30,0,** 
,,,,,,
14555,total,460,210,210,30,220
14555,"< $25,000",140,100,20,30,40
14555,"$25,000 - $49,999",110,60,40,** ,60
14555,"$50,000 - $74,999",70,20,40,** ,30
14555,"$75,000 -  $99,999",50,30,40,0,40
14555,"$100,000 - $199,999",70,** ,70,0,50
14555,"$200,000+",20,** ,** ,0,** 
,,,,,,
14559,total,"9,160","4,210","4,040",740,"2,720"
14559,"< $25,000",2680,2180,280,200,710
14559,"$25,000 - $49,999",2000,1190,470,280,540
14559,"$50,000 - $74,999",1380,530,640,160,480
14559,"$75,000 -  $99,999",1070,190,800,60,370
14559,"$100,000 - $199,999",1650,100,1500,40,510
14559,"$200,000+",380,20,350,** ,110
,,,,,,
14560,total,960,420,460,70,330
14560,"< $25,000",290,200,60,30,100
14560,"$25,000 - $49,999",260,140,90,40,90
14560,"$50,000 - $74,999",160,50,100,** ,50
14560,"$75,000 -  $99,999",110,30,90,** ,40
14560,"$100,000 - $199,999",140,** ,120,0,50
14560,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
14561,total,"1,310",630,530,120,340
14561,"< $25,000",400,300,50,40,90
14561,"$25,000 - $49,999",380,220,100,50,100
14561,"$50,000 - $74,999",210,70,120,30,50
14561,"$75,000 -  $99,999",160,40,120,** ,50
14561,"$100,000 - $199,999",160,** ,140,** ,50
14561,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
14564,total,"8,090","3,590","3,790",530,"2,520"
14564,"< $25,000",2240,1850,240,110,580
14564,"$25,000 - $49,999",1310,830,300,140,430
14564,"$50,000 - $74,999",1000,470,380,110,390
14564,"$75,000 -  $99,999",740,210,450,60,310
14564,"$100,000 - $199,999",1800,170,1520,80,580
14564,"$200,000+",1000,60,900,30,230
,,,,,,
14568,total,"3,080","1,360","1,420",230,780
14568,"< $25,000",840,680,100,50,180
14568,"$25,000 - $49,999",690,400,160,100,160
14568,"$50,000 - $74,999",490,160,260,50,130
14568,"$75,000 -  $99,999",410,60,320,30,130
14568,"$100,000 - $199,999",580,60,520,** ,180
14568,"$200,000+",70,** ,60,** ,** 
,,,,,,
14569,total,"2,870","1,420","1,120",280,810
14569,"< $25,000",1020,760,130,110,260
14569,"$25,000 - $49,999",760,450,190,100,180
14569,"$50,000 - $74,999",450,140,260,40,150
14569,"$75,000 -  $99,999",280,50,220,30,100
14569,"$100,000 - $199,999",320,20,290,** ,120
14569,"$200,000+",40,** ,30,0,** 
,,,,,,
14571,total,630,280,290,50,190
14571,"< $25,000",250,160,60,30,50
14571,"$25,000 - $49,999",150,70,60,20,50
14571,"$50,000 - $74,999",90,30,50,** ,40
14571,"$75,000 -  $99,999",50,20,40,** ,20
14571,"$100,000 - $199,999",90,** ,80,** ,30
14571,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
14572,total,"2,240","1,050",880,270,640
14572,"< $25,000",830,560,140,110,210
14572,"$25,000 - $49,999",630,330,180,100,160
14572,"$50,000 - $74,999",350,110,190,60,110
14572,"$75,000 -  $99,999",200,30,170,** ,80
14572,"$100,000 - $199,999",230,20,200,** ,80
14572,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
14580,total,"27,940","13,430","12,000","2,060","8,890"
14580,"< $25,000",7910,6540,760,520,2070
14580,"$25,000 - $49,999",5440,3520,1140,660,1620
14580,"$50,000 - $74,999",4000,1820,1580,470,1490
14580,"$75,000 -  $99,999",3180,800,2130,200,1320
14580,"$100,000 - $199,999",5750,610,4900,180,1920
14580,"$200,000+",1660,140,1490,30,470
,,,,,,
14585,total,130,90,40,0,70
14585,"< $25,000",50,40,** ,0,20
14585,"$25,000 - $49,999",40,30,** ,0,20
14585,"$50,000 - $74,999",20,20,40,0,30
14585,"$75,000 -  $99,999",20,** ,** ,0,** 
14585,"$100,000 - $199,999",** ,** ,** ,0,** 
14585,"$200,000+",** ,** ,** ,0,** 
,,,,,,
14586,total,"5,570","2,600","2,310",520,"1,110"
14586,"< $25,000",1560,1240,140,150,270
14586,"$25,000 - $49,999",1230,710,300,180,240
14586,"$50,000 - $74,999",910,390,350,110,190
14586,"$75,000 -  $99,999",710,150,510,50,170
14586,"$100,000 - $199,999",1050,110,910,30,240
14586,"$200,000+",110,** ,100,** ,** 
,,,,,,
14589,total,"3,780","1,760","1,520",430,"1,040"
14589,"< $25,000",1260,920,150,180,300
14589,"$25,000 - $49,999",930,530,220,160,200
14589,"$50,000 - $74,999",610,210,320,60,200
14589,"$75,000 -  $99,999",390,50,320,30,140
14589,"$100,000 - $199,999",490,50,430,** ,160
14589,"$200,000+",100,** ,80,** ,40
,,,,,,
14590,total,"2,290","1,110",860,290,690
14590,"< $25,000",890,620,120,150,220
14590,"$25,000 - $49,999",620,320,170,100,160
14590,"$50,000 - $74,999",350,110,210,40,120
14590,"$75,000 -  $99,999",230,40,180,** ,100
14590,"$100,000 - $199,999",170,20,150,** ,90
14590,"$200,000+",30,** ,30,0,** 
,,,,,,
14591,total,800,380,370,60,230
14591,"< $25,000",260,200,40,30,70
14591,"$25,000 - $49,999",190,100,60,30,40
14591,"$50,000 - $74,999",160,60,90,** ,60
14591,"$75,000 -  $99,999",100,20,90,** ,30
14591,"$100,000 - $199,999",90,** ,90,0,30
14591,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
14604,total,"1,100",860,120,80,170
14604,"< $25,000",370,310,30,30,50
14604,"$25,000 - $49,999",310,260,** ,30,30
14604,"$50,000 - $74,999",180,150,30,20,30
14604,"$75,000 -  $99,999",80,60,** ,** ,** 
14604,"$100,000 - $199,999",90,50,30,** ,30
14604,"$200,000+",70,30,30,** ,30
,,,,,,
14605,total,"4,090","1,950",430,"1,660",370
14605,"< $25,000",2760,1420,180,1140,200
14605,"$25,000 - $49,999",1040,410,160,460,90
14605,"$50,000 - $74,999",180,100,40,60,50
14605,"$75,000 -  $99,999",50,** ,20,** ,** 
14605,"$100,000 - $199,999",60,20,30,** ,30
14605,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
14606,total,"13,300","6,980","3,380","2,670","2,980"
14606,"< $25,000",5660,3770,530,1260,1170
14606,"$25,000 - $49,999",4090,2170,750,1060,800
14606,"$50,000 - $74,999",1850,740,800,260,510
14606,"$75,000 -  $99,999",910,190,650,60,260
14606,"$100,000 - $199,999",740,110,610,30,240
14606,"$200,000+",50,** ,40,** ,** 
,,,,,,
14607,total,"8,190","6,700",920,420,"1,060"
14607,"< $25,000",2750,2420,60,220,300
14607,"$25,000 - $49,999",2960,2670,100,140,190
14607,"$50,000 - $74,999",1260,1050,150,30,180
14607,"$75,000 -  $99,999",430,290,120,30,120
14607,"$100,000 - $199,999",550,210,310,** ,170
14607,"$200,000+",240,60,180,** ,100
,,,,,,
14608,total,"4,790","2,690",530,"1,490",550
14608,"< $25,000",2850,1630,160,1020,260
14608,"$25,000 - $49,999",1280,690,140,420,150
14608,"$50,000 - $74,999",380,240,90,50,80
14608,"$75,000 -  $99,999",130,70,50,** ,30
14608,"$100,000 - $199,999",130,60,90,** ,30
14608,"$200,000+",20,** ,** ,0,** 
,,,,,,
14609,total,"20,040","11,300","3,990","4,330","3,850"
14609,"< $25,000",8330,5430,570,2240,1380
14609,"$25,000 - $49,999",6240,3630,810,1610,1040
14609,"$50,000 - $74,999",2860,1550,850,350,660
14609,"$75,000 -  $99,999",1320,440,780,90,380
14609,"$100,000 - $199,999",1170,220,900,40,340
14609,"$200,000+",120,30,80,** ,50
,,,,,,
14610,total,"7,610","4,640","2,330",470,"2,530"
14610,"< $25,000",1920,1640,130,120,550
14610,"$25,000 - $49,999",1780,1370,200,150,460
14610,"$50,000 - $74,999",1200,820,250,100,360
14610,"$75,000 -  $99,999",760,350,340,50,330
14610,"$100,000 - $199,999",1220,350,820,50,510
14610,"$200,000+",730,110,590,** ,320
,,,,,,
14611,total,"6,600","3,430",690,"2,360",970
14611,"< $25,000",4120,2320,210,1530,470
14611,"$25,000 - $49,999",1800,850,200,700,270
14611,"$50,000 - $74,999",450,200,130,110,140
14611,"$75,000 -  $99,999",120,40,70,20,50
14611,"$100,000 - $199,999",110,20,80,** ,40
14611,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
14612,total,"18,230","9,380","6,580","1,890","5,450"
14612,"< $25,000",5640,4440,540,580,1470
14612,"$25,000 - $49,999",4840,2970,930,790,1270
14612,"$50,000 - $74,999",2740,1220,1120,320,900
14612,"$75,000 -  $99,999",1980,460,1370,120,790
14612,"$100,000 - $199,999",2560,240,2220,80,850
14612,"$200,000+",470,50,400,** ,170
,,,,,,
14613,total,"5,580","2,680",850,"1,930",660
14613,"< $25,000",3240,1800,240,1160,280
14613,"$25,000 - $49,999",1610,660,250,650,160
14613,"$50,000 - $74,999",420,160,150,100,100
14613,"$75,000 -  $99,999",160,40,100,20,60
14613,"$100,000 - $199,999",150,20,110,** ,60
14613,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
14614,total,230,170,40,0,60
14614,"< $25,000",70,60,** ,0,30
14614,"$25,000 - $49,999",70,50,** ,0,** 
14614,"$50,000 - $74,999",50,40,** ,0,30
14614,"$75,000 -  $99,999",** ,** ,** ,0,** 
14614,"$100,000 - $199,999",20,20,40,0,** 
14614,"$200,000+",20,** ,** ,0,** 
,,,,,,
14615,total,"7,880","4,260","1,690","1,740","1,570"
14615,"< $25,000",3220,2150,220,790,550
14615,"$25,000 - $49,999",2730,1480,400,750,460
14615,"$50,000 - $74,999",1000,450,380,150,270
14615,"$75,000 -  $99,999",490,110,340,50,150
14615,"$100,000 - $199,999",410,70,350,** ,140
14615,"$200,000+",30,** ,** ,0,** 
,,,,,,
14616,total,"14,930","8,060","4,200","2,380","3,890"
14616,"< $25,000",5470,3990,450,950,1360
14616,"$25,000 - $49,999",4690,2670,850,1030,1010
14616,"$50,000 - $74,999",2420,1010,1040,310,690
14616,"$75,000 -  $99,999",1220,270,880,60,420
14616,"$100,000 - $199,999",1030,120,890,30,370
14616,"$200,000+",100,** ,90,** ,40
,,,,,,
14617,total,"12,300","6,200","4,590","1,250","3,760"
14617,"< $25,000",3690,2940,340,360,1020
14617,"$25,000 - $49,999",2840,1700,550,480,790
14617,"$50,000 - $74,999",1960,920,720,250,620
14617,"$75,000 -  $99,999",1500,390,1000,80,530
14617,"$100,000 - $199,999",2020,220,1720,80,670
14617,"$200,000+",290,30,260,** ,130
,,,,,,
14618,total,"10,540","5,030","4,520",790,"3,600"
14618,"< $25,000",2580,2220,210,120,650
14618,"$25,000 - $49,999",1630,1090,280,210,480
14618,"$50,000 - $74,999",1470,790,430,200,510
14618,"$75,000 -  $99,999",1080,380,560,120,450
14618,"$100,000 - $199,999",2330,380,1800,110,910
14618,"$200,000+",1450,170,1240,30,600
,,,,,,
14619,total,"6,570","3,570",940,"1,900","1,220"
14619,"< $25,000",3030,1970,130,900,430
14619,"$25,000 - $49,999",2170,1100,210,780,370
14619,"$50,000 - $74,999",810,370,230,170,210
14619,"$75,000 -  $99,999",300,90,160,50,100
14619,"$100,000 - $199,999",230,40,180,** ,110
14619,"$200,000+",30,** ,30,0,** 
,,,,,,
14620,total,"10,600","7,320","2,110",980,"2,080"
14620,"< $25,000",3570,2860,240,430,620
14620,"$25,000 - $49,999",3400,2620,330,360,440
14620,"$50,000 - $74,999",1660,1130,360,130,350
14620,"$75,000 -  $99,999",780,380,360,30,240
14620,"$100,000 - $199,999",950,270,650,30,330
14620,"$200,000+",240,60,170,** ,100
,,,,,,
14621,total,"12,370","6,330","1,500","4,350","1,790"
14621,"< $25,000",7400,4200,430,2680,840
14621,"$25,000 - $49,999",3680,1680,480,1430,550
14621,"$50,000 - $74,999",830,340,280,200,220
14621,"$75,000 -  $99,999",280,60,180,40,90
14621,"$100,000 - $199,999",160,50,130,** ,90
14621,"$200,000+",20,** ,** ,0,** 
,,,,,,
14622,total,"6,720","3,730","2,120",700,"2,110"
14622,"< $25,000",2080,1570,220,240,660
14622,"$25,000 - $49,999",1950,1250,340,300,490
14622,"$50,000 - $74,999",1220,590,470,110,390
14622,"$75,000 -  $99,999",710,190,480,50,260
14622,"$100,000 - $199,999",650,110,520,** ,250
14622,"$200,000+",110,20,90,0,60
,,,,,,
14623,total,"9,490","5,610","2,810",870,"2,350"
14623,"< $25,000",3340,2640,360,290,780
14623,"$25,000 - $49,999",2730,1720,530,380,580
14623,"$50,000 - $74,999",1720,850,690,140,440
14623,"$75,000 -  $99,999",870,240,580,60,280
14623,"$100,000 - $199,999",770,160,600,** ,240
14623,"$200,000+",60,** ,50,0,30
,,,,,,
14624,total,"19,770","10,020","7,320","2,020","5,750"
14624,"< $25,000",5910,4590,650,600,1600
14624,"$25,000 - $49,999",5090,3160,970,820,1310
14624,"$50,000 - $74,999",3460,1500,1430,410,1080
14624,"$75,000 -  $99,999",2240,470,1590,130,790
14624,"$100,000 - $199,999",2730,270,2380,60,850
14624,"$200,000+",340,30,300,** ,120
,,,,,,
14625,total,"5,650","2,810","2,310",410,"1,960"
14625,"< $25,000",1500,1230,150,100,420
14625,"$25,000 - $49,999",1080,690,230,130,340
14625,"$50,000 - $74,999",860,430,300,90,330
14625,"$75,000 -  $99,999",680,230,390,50,300
14625,"$100,000 - $199,999",1160,190,920,40,440
14625,"$200,000+",370,40,320,** ,130
,,,,,,
14626,total,"15,920","8,190","5,820","1,570","5,250"
14626,"< $25,000",5100,3890,640,490,1560
14626,"$25,000 - $49,999",4140,2490,870,650,1220
14626,"$50,000 - $74,999",2480,1140,990,270,880
14626,"$75,000 -  $99,999",1730,420,1180,100,690
14626,"$100,000 - $199,999",2070,220,1790,60,760
14626,"$200,000+",400,30,350,** ,140
,,,,,,
14701,total,"16,250","8,050","5,340","2,580","4,290"
14701,"< $25,000",7500,4930,860,1610,1530
14701,"$25,000 - $49,999",4100,2120,1150,720,1020
14701,"$50,000 - $74,999",2080,670,1180,180,680
14701,"$75,000 -  $99,999",1200,200,940,40,480
14701,"$100,000 - $199,999",1190,110,1050,30,490
14701,"$200,000+",180,20,160,** ,90
,,,,,,
14706,total,"2,800","1,260","1,190",260,910
14706,"< $25,000",1010,710,150,120,270
14706,"$25,000 - $49,999",610,320,180,90,200
14706,"$50,000 - $74,999",390,140,200,50,150
14706,"$75,000 -  $99,999",270,40,210,** ,100
14706,"$100,000 - $199,999",410,50,360,** ,150
14706,"$200,000+",110,** ,90,** ,40
,,,,,,
14709,total,660,280,300,70,200
14709,"< $25,000",270,160,70,50,80
14709,"$25,000 - $49,999",160,80,60,** ,50
14709,"$50,000 - $74,999",110,40,60,20,30
14709,"$75,000 -  $99,999",60,** ,50,** ,40
14709,"$100,000 - $199,999",60,** ,60,** ,** 
14709,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
14710,total,"1,630",710,740,170,550
14710,"< $25,000",600,410,110,70,170
14710,"$25,000 - $49,999",400,190,150,60,130
14710,"$50,000 - $74,999",270,70,170,40,100
14710,"$75,000 -  $99,999",150,40,110,** ,60
14710,"$100,000 - $199,999",180,** ,170,** ,90
14710,"$200,000+",30,** ,30,0,** 
,,,,,,
14711,total,700,290,320,80,170
14711,"< $25,000",260,160,70,30,60
14711,"$25,000 - $49,999",190,80,70,50,40
14711,"$50,000 - $74,999",130,50,80,** ,50
14711,"$75,000 -  $99,999",50,** ,40,** ,** 
14711,"$100,000 - $199,999",70,** ,60,0,20
14711,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
14712,total,"1,540",690,730,100,560
14712,"< $25,000",550,410,90,40,160
14712,"$25,000 - $49,999",290,160,100,30,110
14712,"$50,000 - $74,999",220,70,130,30,100
14712,"$75,000 -  $99,999",140,20,110,** ,60
14712,"$100,000 - $199,999",260,30,230,** ,100
14712,"$200,000+",80,** ,70,** ,30
,,,,,,
14714,total,170,60,100,0,40
14714,"< $25,000",60,30,30,0,** 
14714,"$25,000 - $49,999",40,30,30,0,** 
14714,"$50,000 - $74,999",30,** ,** ,0,40
14714,"$75,000 -  $99,999",20,** ,20,0,** 
14714,"$100,000 - $199,999",20,0,20,0,** 
14714,"$200,000+",** ,** ,** ,0,** 
,,,,,,
14715,total,"1,130",510,450,140,280
14715,"< $25,000",480,310,80,70,120
14715,"$25,000 - $49,999",290,130,100,70,60
14715,"$50,000 - $74,999",170,70,100,** ,50
14715,"$75,000 -  $99,999",100,** ,90,** ,20
14715,"$100,000 - $199,999",90,** ,80,0,30
14715,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
14716,total,950,460,350,150,260
14716,"< $25,000",400,280,60,70,100
14716,"$25,000 - $49,999",270,120,90,60,50
14716,"$50,000 - $74,999",130,40,70,20,40
14716,"$75,000 -  $99,999",90,20,70,** ,40
14716,"$100,000 - $199,999",60,** ,60,** ,30
14716,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
14717,total,320,150,140,0,110
14717,"< $25,000",120,80,30,0,40
14717,"$25,000 - $49,999",90,40,40,0,30
14717,"$50,000 - $74,999",50,30,50,0,20
14717,"$75,000 -  $99,999",30,** ,** ,0,20
14717,"$100,000 - $199,999",30,** ,20,0,** 
14717,"$200,000+",** ,** ,** ,0,** 
,,,,,,
14718,total,900,400,380,80,280
14718,"< $25,000",310,210,50,40,90
14718,"$25,000 - $49,999",220,120,70,40,60
14718,"$50,000 - $74,999",160,50,90,** ,50
14718,"$75,000 -  $99,999",100,20,70,** ,40
14718,"$100,000 - $199,999",110,** ,100,** ,40
14718,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
14719,total,"1,460",700,560,170,400
14719,"< $25,000",530,370,80,70,130
14719,"$25,000 - $49,999",410,210,110,80,100
14719,"$50,000 - $74,999",260,100,140,20,80
14719,"$75,000 -  $99,999",140,20,120,** ,50
14719,"$100,000 - $199,999",120,** ,110,0,40
14719,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
14723,total,550,260,210,70,150
14723,"< $25,000",200,140,30,30,50
14723,"$25,000 - $49,999",150,70,50,40,40
14723,"$50,000 - $74,999",90,50,40,** ,20
14723,"$75,000 -  $99,999",60,** ,50,** ,40
14723,"$100,000 - $199,999",50,** ,40,0,** 
14723,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
14724,total,"1,030",440,510,80,270
14724,"< $25,000",380,250,90,40,100
14724,"$25,000 - $49,999",260,120,110,40,60
14724,"$50,000 - $74,999",170,50,120,** ,40
14724,"$75,000 -  $99,999",120,20,100,** ,40
14724,"$100,000 - $199,999",100,** ,90,** ,30
14724,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
14726,total,410,170,200,40,90
14726,"< $25,000",170,100,50,20,40
14726,"$25,000 - $49,999",130,70,60,20,20
14726,"$50,000 - $74,999",60,** ,40,** ,30
14726,"$75,000 -  $99,999",50,** ,50,0,** 
14726,"$100,000 - $199,999",** ,** ,** ,** ,** 
14726,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
14727,total,"2,300","1,020",970,260,760
14727,"< $25,000",900,590,160,140,270
14727,"$25,000 - $49,999",570,270,190,90,170
